Score	HelpfulnessRatio	ReviewLength	UserReviewCount	ProductReviewCount	Positive
5	0.5	261	4	3	1
5	0.0	662	1	11	1
4	0.6666666666666666	374	19	31	1
5	0.0	204	9	564	1
1	0.0	344	2	16	0
2	0.5	658	2	7	0
1	0.0	249	2	6	0
1	0.0	1247	5	12	0
5	0.0	190	2	61	1
5	0.0	156	1	1	1
3	0.5	605	33	170	0
3	0.5	304	1	43	0
4	0.5	306	5	23	1
5	0.0	123	1	16	1
5	0.0	212	7	206	1
5	0.0	182	3	48	1
1	0.3333333333333333	756	10	2	0
3	0.0	239	15	22	0
5	0.0	207	1	335	1
1	0.0	401	1	22	0
1	0.5	353	1	2	0
5	0.0	521	7	17	1
3	0.0	122	4	225	0
4	0.0	140	9	564	1
5	0.9583333333333334	385	10	219	1
3	0.0	531	1	15	0
5	0.0	1636	4	2	1
2	0.3333333333333333	304	4	67	0
5	0.0	323	3	5	1
5	0.9	450	54	157	1
5	0.5	627	14	217	1
5	0.4	327	1	2	1
5	0.5	270	1	4	1
4	0.0	211	12	170	1
5	0.0	226	1	29	1
5	0.0	173	7	178	1
5	0.0	95	1	11	1
4	0.0	406	25	170	1
5	0.0	151	2	7	1
1	0.3333333333333333	240	1	27	0
5	0.4	255	23	217	1
5	0.0	148	14	126	1
5	0.0	204	4	301	1
3	0.6	434	6	8	0
5	0.0	266	67	9	1
5	0.0	170	1	11	1
3	0.0	188	16	116	0
1	0.0	103	1	6	0
5	0.5	224	4	68	1
4	0.5	143	3	1	1
2	0.6	715	4	487	0
5	0.5	986	1	74	1
5	0.6666666666666666	231	1	55	1
5	0.0	127	11	101	1
5	0.6666666666666666	169	19	159	1
5	0.0	462	17	47	1
2	0.17391304347826086	122	25	170	0
5	0.5	495	2	20	1
4	0.6666666666666666	474	176	1	1
5	0.6666666666666666	665	1	11	1
2	0.6	816	15	452	0
3	0.5	328	1	21	0
3	0.0	224	23	288	0
5	0.875	88	13	103	1
5	0.5	795	2	22	1
5	0.75	1057	82	6	1
4	0.5	167	1	8	1
5	0.5	313	11	112	1
1	0.0	128	1	83	0
1	0.5	304	2	1	0
5	0.25	172	26	170	1
5	0.0	293	5	49	1
5	0.0	184	2	77	1
5	0.75	143	1	13	1
1	0.8	2002	15	3	0
5	0.5	211	1	16	1
5	0.0	842	448	3	1
5	0.0	118	6	254	1
4	0.5	571	7	61	1
5	0.5	295	12	174	1
5	0.4	1579	4	103	1
4	0.0	795	17	9	1
5	0.0	294	2	116	1
5	0.8	114	8	209	1
5	0.0	244	11	55	1
3	0.3333333333333333	920	2	487	0
3	0.5	732	5	76	0
5	0.0	332	5	332	1
1	0.7142857142857143	445	1	15	0
5	0.0	213	7	176	1
3	0.0	787	42	91	0
5	0.5	192	1	8	1
5	0.0	132	10	159	1
4	0.0	2749	365	2	1
5	0.0	192	6	77	1
5	0.0	182	4	542	1
5	0.6666666666666666	716	2	1	1
5	0.0	364	12	170	1
4	0.5	239	3	11	1
5	0.6	111	2	11	1
5	0.6666666666666666	1131	4	413	1
5	0.0	105	7	238	1
3	0.4	481	6	455	0
5	0.6666666666666666	255	1	31	1
5	0.0	338	20	27	1
5	0.0	451	2	39	1
5	0.0	70	3	23	1
5	0.0	116	4	457	1
5	0.0	178	4	172	1
5	0.6666666666666666	349	16	11	1
5	0.0	109	14	46	1
5	0.0	181	9	40	1
5	0.5	188	3	9	1
4	0.6666666666666666	259	20	45	1
4	0.0	416	3	6	1
5	0.8333333333333334	151	25	170	1
2	0.8333333333333334	304	4	157	0
2	0.0	125	1	4	0
5	0.6666666666666666	403	1	2	1
2	0.8571428571428571	437	1	12	0
5	0.0	149	43	3	1
2	0.0	273	18	31	0
5	0.5	108	1	19	1
5	0.0	706	5	413	1
3	0.6666666666666666	754	18	288	0
5	0.5	364	3	18	1
5	0.0	131	2	13	1
5	0.0	110	4	413	1
5	0.3333333333333333	135	1	28	1
5	0.0	173	3	13	1
5	0.5	336	2	53	1
1	0.3333333333333333	168	1	25	0
4	0.5	896	1	5	1
4	0.0	427	7	149	1
5	0.25	224	24	288	1
1	0.0	145	1	10	0
5	0.0	489	3	13	1
3	0.25	443	76	103	0
5	0.0	483	1	6	1
5	0.0	406	62	209	1
1	0.0	347	1	13	0
3	0.5	215	18	362	0
5	0.0	1166	12	292	1
5	0.0	580	2	29	1
5	0.75	252	1	13	1
3	0.0	188	1	6	0
1	0.3333333333333333	887	4	9	0
5	0.0	614	36	174	1
5	0.0	160	1	6	1
1	0.0	672	4	487	0
5	0.0	132	4	487	1
5	0.0	310	48	20	1
2	0.0	104	25	170	0
5	0.0	204	8	4	1
3	0.6	899	95	17	0
5	0.5	458	1	30	1
4	0.0	289	10	202	1
3	0.5	843	2	33	0
5	0.0	154	1	52	1
2	0.0	558	13	1	0
5	0.0	806	6	50	1
2	0.6666666666666666	407	12	11	0
5	0.8	293	1	18	1
4	0.5	367	1	102	1
4	0.0	206	3	24	1
5	0.9473684210526315	462	1	26	1
3	0.0	201	25	32	0
5	0.5	613	1	21	1
5	0.5	85	13	174	1
1	0.5	219	2	286	0
5	0.6666666666666666	1178	2	18	1
5	0.045454545454545456	524	1	2	1
4	0.5	117	3	310	1
4	0.3333333333333333	1290	20	94	1
5	0.75	364	17	2	1
5	0.75	679	1	3	1
1	0.2631578947368421	410	4	20	0
1	0.8	1358	1	2	0
5	0.0	1053	54	25	1
5	0.0	182	1	36	1
4	0.0	245	18	564	1
4	0.0	153	5	35	1
3	0.0	267	1	30	0
1	0.0	457	1	24	0
5	0.0	319	2	32	1
5	0.0	194	1	22	1
4	0.5	126	1	5	1
5	0.0	232	2	206	1
5	0.9375	654	1	25	1
5	0.0	162	1	10	1
5	0.0	313	7	116	1
5	0.6	143	1	19	1
3	0.0	144	1	4	0
5	0.5	795	20	80	1
4	0.4	2065	2	95	1
5	0.8571428571428571	1635	27	55	1
3	0.0	158	2	3	0
1	0.0	1563	17	80	0
5	0.5	229	8	10	1
5	0.5	206	1	21	1
5	0.0	332	5	3	1
1	0.5	553	14	126	0
5	0.5	111	16	21	1
5	0.8181818181818182	197	1	28	1
4	0.0	315	5	5	1
1	0.0	308	1	7	0
5	0.0	134	7	269	1
5	0.0	154	1	1	1
4	0.0	150	7	244	1
5	0.0	125	6	116	1
1	0.0	246	17	12	0
4	0.3333333333333333	1292	1	2	1
5	0.75	296	3	8	1
5	0.5	319	21	60	1
5	0.0	152	125	1	1
4	0.0	646	19	387	1
5	0.8888888888888888	1431	4	387	1
5	0.0	111	42	68	1
3	0.6666666666666666	549	60	4	0
1	0.7777777777777778	473	14	105	0
5	0.0	168	1	25	1
5	0.0	204	5	2	1
5	0.0	828	6	72	1
4	0.875	437	1	15	1
4	0.0	1064	27	288	1
2	0.75	449	1	37	0
5	0.8	295	4	22	1
4	0.0	121	2	35	1
5	0.5	315	6	51	1
5	0.0	268	1	16	1
5	0.5	228	2	2	1
1	0.6	417	1	26	0
2	0.0	127	14	78	0
5	0.6666666666666666	220	10	219	1
5	0.0	185	1	1	1
5	0.0	132	1	20	1
5	0.75	696	1	18	1
3	0.5	577	2	30	0
5	0.0	738	8	204	1
5	0.6666666666666666	113	1	57	1
5	0.5	525	2	47	1
5	0.0	246	4	632	1
5	0.5	304	12	98	1
3	0.0	456	2	114	0
5	0.6666666666666666	427	25	170	1
5	0.9166666666666666	846	3	9	1
5	0.3333333333333333	144	1	10	1
5	0.0	179	8	385	1
1	0.0	201	4	38	0
5	0.5	181	11	43	1
3	0.3333333333333333	163	2	254	0
5	0.0	304	1	10	1
5	0.0	737	24	76	1
5	0.9333333333333333	698	12	11	1
5	0.0	297	1	123	1
5	0.5	354	4	32	1
2	0.0	733	1	4	0
1	0.1	407	4	375	0
1	0.6666666666666666	212	4	455	0
1	0.5	187	9	107	0
5	0.5	223	8	385	1
5	0.3333333333333333	164	1	37	1
2	0.0	432	4	487	0
4	0.0	286	4	137	1
3	0.0	1106	40	103	0
4	0.5	360	12	246	1
4	0.5	841	65	3	1
5	0.0	281	52	23	1
4	0.0	141	4	8	1
5	0.0	323	13	103	1
5	0.0	254	2	2	1
5	0.6666666666666666	223	14	217	1
2	0.8571428571428571	712	1	75	0
5	0.0	327	1	19	1
5	0.6666666666666666	347	1	10	1
5	0.0	148	1	17	1
5	0.0	103	4	121	1
5	0.0	232	6	6	1
5	0.5	501	8	118	1
5	0.5	2140	47	11	1
1	0.3333333333333333	731	4	84	0
5	0.0	213	11	14	1
4	0.0	140	1	4	1
3	0.4	1071	64	108	0
5	0.8571428571428571	717	1	54	1
4	0.5	276	1	16	1
3	0.6	225	15	11	0
4	0.0	1367	6	487	1
1	0.75	449	1	3	0
1	0.0	369	1	3	0
5	0.0	413	12	10	1
2	0.3333333333333333	85	1	142	0
5	0.5	258	1	2	1
5	0.0	269	3	310	1
5	0.0	241	26	64	1
5	0.6	458	3	5	1
5	0.6666666666666666	440	3	3	1
5	0.5	965	6	3	1
5	0.0	554	27	4	1
5	0.5	683	4	10	1
4	0.0	260	1	5	1
3	0.25	165	98	4	0
5	0.0	714	7	269	1
5	0.0	159	1	1	1
5	0.0	456	1	9	1
5	0.0	74	16	9	1
5	0.0	418	11	293	1
5	0.0	144	1	3	1
1	0.0	438	6	413	0
5	0.6666666666666666	212	1	8	1
1	0.8	579	9	128	0
5	0.0	184	1	6	1
1	0.0	276	85	20	0
5	0.6666666666666666	214	14	219	1
4	0.5	1473	448	30	1
4	0.5	197	1	5	1
1	0.0	262	1	95	0
5	0.0	559	2	5	1
1	0.4444444444444444	1678	178	166	0
5	0.8	260	1	2	1
4	0.6666666666666666	100	1	4	1
5	0.6666666666666666	345	2	22	1
2	0.0	134	2	2	0
1	0.0	137	2	15	0
5	0.6666666666666666	517	4	6	1
5	0.8333333333333334	218	15	45	1
3	0.25	81	4	487	0
5	0.0	175	1	3	1
5	0.5	460	7	424	1
5	0.0	1755	4	632	1
5	0.0	178	3	183	1
5	0.0	691	389	6	1
5	0.5	110	1	45	1
5	0.0	1142	84	7	1
5	0.0	238	1	4	1
5	0.0	436	2	17	1
5	0.5	188	2	28	1
5	0.0	225	1	11	1
3	0.3333333333333333	620	5	64	0
5	0.0	604	2	10	1
4	0.75	323	24	73	1
5	0.5	248	5	340	1
5	0.0	386	1	1	1
5	0.0	208	4	169	1
3	0.5	471	11	94	0
5	0.5	111	4	487	1
5	0.5	578	1	3	1
4	0.3333333333333333	2412	25	530	1
5	0.6666666666666666	1193	5	86	1
5	0.0	139	1	5	1
5	0.0	748	1	4	1
5	0.0	113	4	632	1
5	0.25	443	1	11	1
5	0.8571428571428571	418	16	8	1
5	0.0	1014	1	75	1
2	0.5	1885	6	530	0
2	0.2	319	8	209	0
4	0.0	332	4	46	1
5	0.0	257	1	11	1
2	0.0	491	20	298	0
5	0.0	122	1	3	1
2	0.0	211	10	85	0
5	0.5	238	7	74	1
5	0.5	1720	6	10	1
5	0.0	184	8	137	1
4	0.0	414	15	288	1
5	0.0	350	1	215	1
5	0.5	387	6	455	1
4	0.0	330	43	530	1
5	0.0	187	1	8	1
5	0.0	1782	1	25	1
5	0.0	119	1	19	1
5	0.5	133	2	2	1
5	0.0	161	9	173	1
5	0.0	525	1	2	1
3	0.0	791	85	2	0
5	0.5	601	43	340	1
5	0.8888888888888888	649	1	5	1
1	0.5	237	2	4	0
5	0.5	202	11	117	1
3	0.0	1252	14	347	0
1	0.6666666666666666	209	5	3	0
5	0.0	573	5	193	1
5	0.0	324	4	66	1
5	0.9090909090909091	277	9	52	1
3	0.625	710	176	172	0
3	0.0	377	1	623	0
5	0.5	919	1	3	1
5	0.0	156	1	31	1
5	0.0	127	9	173	1
5	0.0	942	4	9	1
5	0.6666666666666666	86	1	4	1
5	0.0	347	17	3	1
5	0.0	835	1	1	1
5	0.0	106	4	74	1
2	0.2	510	1	6	0
3	0.75	211	1	21	0
4	0.0	277	83	166	1
3	0.3333333333333333	682	11	57	0
5	0.0	384	1	129	1
5	0.0	193	1	3	1
5	0.0	134	2	2	1
5	0.0	190	1	5	1
1	0.0	122	14	126	0
5	0.0	565	2	2	1
4	0.0	681	1	13	1
4	0.0	1728	9	31	1
4	0.0	327	8	131	1
5	0.5	182	1	84	1
3	0.0	425	15	151	0
5	0.8571428571428571	519	1	12	1
4	0.5	88	1	24	1
5	0.9	396	6	72	1
4	0.0	77	3	87	1
5	0.0	370	6	192	1
5	0.0	240	2	2	1
5	0.5	191	1	9	1
5	0.0	650	1	11	1
5	0.3333333333333333	250	2	4	1
5	0.0	333	1	19	1
5	0.0	150	3	2	1
1	0.8181818181818182	924	5	159	0
5	0.5	489	7	10	1
5	0.0	139	1	11	1
5	0.5	181	14	126	1
4	0.5	159	2	123	1
5	0.0	126	1	194	1
5	0.0	251	1	3	1
5	0.5	174	2	30	1
5	0.0	155	3	389	1
3	0.0	447	6	1	0
5	0.0	119	2	276	1
5	0.5	629	1	3	1
4	0.0	352	1	335	1
5	0.5	529	1	5	1
5	0.6666666666666666	648	1	3	1
5	0.0	274	68	18	1
5	0.8	191	4	632	1
5	0.6666666666666666	214	2	4	1
1	0.3333333333333333	371	52	172	0
3	0.0	928	3	93	0
5	0.5	784	4	301	1
5	0.0	274	1	7	1
1	0.0	345	11	56	0
1	0.75	370	9	3	0
5	0.6666666666666666	169	1	36	1
5	0.5	413	1	20	1
3	0.0	167	2	23	0
3	0.0	1031	12	149	0
5	0.0	522	1	6	1
5	0.8	167	121	13	1
5	0.0	217	2	10	1
5	0.0	395	1	158	1
5	0.0	397	3	2	1
2	0.5	664	16	217	0
4	0.5	300	5	67	1
1	0.8	768	4	455	0
5	0.7	373	125	218	1
5	0.0	263	4	63	1
5	0.6666666666666666	521	1	5	1
2	0.0	371	1	4	0
1	0.0	128	1	13	0
5	0.6666666666666666	118	1	5	1
5	0.0	280	10	14	1
5	0.75	173	5	12	1
5	0.0	567	1	7	1
1	0.0	174	2	251	0
5	0.6666666666666666	148	7	127	1
5	0.625	766	1	11	1
5	0.0	267	1	23	1
5	0.0	340	1	10	1
5	0.8181818181818182	282	10	172	1
5	0.9	2005	1	623	1
5	0.0	281	2	13	1
5	0.5	174	8	103	1
5	0.0	155	4	4	1
5	0.0	774	1	8	1
1	0.0	126	2	12	0
3	0.0	231	2	4	0
4	0.3333333333333333	261	2	3	1
3	0.8125	298	6	17	0
5	0.5	234	1	124	1
1	0.0	629	6	1	0
5	0.0	201	7	178	1
4	0.0	885	1	42	1
4	0.0	93	1	3	1
5	0.0	229	1	13	1
5	0.5	461	1	7	1
3	0.0	547	1	2	0
3	0.0	164	67	424	0
3	0.5	278	204	78	0
4	0.0	411	14	288	1
4	0.0	217	1	7	1
5	0.0	136	9	564	1
5	0.5	148	2	1	1
5	0.8333333333333334	1461	3	15	1
4	0.5	424	13	12	1
5	0.0	137	1	2	1
5	0.5	158	19	83	1
5	0.5	473	2	9	1
4	0.0	358	11	225	1
3	0.6666666666666666	651	12	94	0
5	0.0	348	1	1	1
4	0.5	124	1	7	1
5	0.5	181	2	59	1
4	0.3333333333333333	898	9	487	1
5	0.0	112	1	29	1
5	0.5	299	19	209	1
1	0.2857142857142857	576	2	9	0
3	0.0	336	11	564	0
5	0.0	276	1	7	1
5	0.0	394	4	169	1
4	0.0	175	1	15	1
5	0.0	362	3	28	1
5	0.0	374	3	1	1
1	0.6	360	1	220	0
1	0.6666666666666666	532	17	130	0
5	0.0	2997	4	7	1
5	0.75	1224	10	50	1
5	0.0	171	3	92	1
3	0.0	112	1	129	0
2	0.5	139	1	2	0
3	0.75	746	1	54	0
5	0.6666666666666666	219	1	1	1
5	0.5	362	1	80	1
5	0.0	176	1	220	1
1	0.0	857	22	10	0
5	0.5	227	4	11	1
4	0.0	1843	30	288	1
5	0.5	112	7	14	1
5	0.0	169	2	4	1
3	0.0	187	1	2	0
5	0.5	387	5	117	1
5	0.5	138	1	1	1
5	0.5	270	20	27	1
1	0.0	190	1	1	0
3	0.0	144	1	1	0
5	0.5	381	3	24	1
5	0.0	931	99	1	1
5	0.0	212	1	7	1
5	0.0	131	1	26	1
5	0.6666666666666666	437	1	32	1
4	0.0	302	8	424	1
5	0.0	122	1	4	1
5	0.5	818	4	39	1
5	0.5	460	11	137	1
5	0.0	140	1	3	1
5	0.5	242	2	1	1
5	0.5	193	5	3	1
4	0.9767441860465116	1040	448	117	1
5	0.0	224	4	176	1
5	0.5	656	1	21	1
5	0.0	2252	10	7	1
5	0.0	170	3	3	1
5	0.0	208	1	10	1
3	0.5	133	2	1	0
4	0.0	325	4	65	1
5	0.8571428571428571	127	3	63	1
5	0.6666666666666666	280	4	10	1
5	0.0	473	1	2	1
1	0.0	138	7	17	0
5	0.75	184	4	487	1
5	0.5	131	2	7	1
5	0.5	233	14	218	1
4	0.5	198	2	4	1
5	0.8	407	1	38	1
5	0.0	243	9	173	1
5	0.0	308	7	23	1
4	0.5	2217	421	2	1
5	0.5	564	4	121	1
5	0.0	143	8	385	1
4	0.0	338	4	188	1
5	0.0	285	3	114	1
5	0.0	129	12	147	1
3	0.6666666666666666	1329	12	362	0
5	0.3333333333333333	149	9	5	1
5	0.0	907	1	4	1
5	0.0	157	1	45	1
5	0.0	403	1	41	1
2	0.42857142857142855	188	5	18	0
5	0.8	661	123	15	1
3	0.5	308	2	24	0
5	0.5	255	3	27	1
5	0.5	536	1	10	1
5	0.5	185	1	67	1
5	0.0	99	1	224	1
4	0.8888888888888888	376	1	11	1
1	0.0	222	9	209	0
5	0.0	208	7	206	1
5	0.9230769230769231	553	7	3	1
5	0.5	497	1	50	1
4	0.0	1189	14	1	1
2	0.5	363	9	157	0
5	0.0	134	6	43	1
5	0.0	247	2	78	1
5	0.0	203	16	1	1
5	0.75	985	1	30	1
2	0.0	131	6	138	0
5	0.0	184	2	1	1
5	0.5	334	23	57	1
5	0.5	117	1	25	1
5	0.9	414	10	219	1
5	0.8	121	1	17	1
5	0.5	111	2	21	1
5	0.2	338	2	29	1
1	0.0	108	5	86	0
5	0.0	492	3	44	1
4	0.0	269	1	3	1
1	0.5	217	3	159	0
1	0.4444444444444444	169	2	84	0
3	0.5	720	27	530	0
5	0.5	792	11	158	1
5	0.0	179	10	101	1
5	0.5	109	2	59	1
5	0.0	157	4	413	1
4	0.0	303	9	5	1
1	0.5	101	1	11	0
5	0.0	867	2	506	1
5	0.6666666666666666	99	1	11	1
5	0.0	132	1	326	1
5	0.0	259	26	26	1
5	0.9166666666666666	1111	5	69	1
5	0.0	3203	204	62	1
2	0.0	1050	11	387	0
5	0.875	890	6	19	1
1	0.0	247	1	2	0
2	0.0	187	7	172	0
5	0.5	177	27	52	1
3	0.8	1107	6	192	0
5	0.5	280	3	29	1
5	0.0	660	31	47	1
4	0.0	191	1	27	1
4	0.0	106	1	1	1
5	0.0	357	3	7	1
1	0.0	295	24	2	0
5	0.75	1162	2	27	1
5	0.0	178	4	632	1
5	0.0	185	4	413	1
4	0.75	371	9	19	1
5	0.0	266	7	269	1
1	0.8	948	1	151	0
2	0.25	198	1	27	0
3	0.5	156	1	4	0
5	0.0	88	4	48	1
2	0.0	1300	3	122	0
5	0.0	446	6	63	1
5	0.0	160	7	6	1
5	0.8571428571428571	188	4	38	1
2	0.0	220	1	5	0
1	0.5555555555555556	189	1	20	0
4	0.3333333333333333	64	1	13	1
4	0.5	192	19	107	1
5	0.0	262	5	324	1
5	0.0	374	1	7	1
5	0.5	826	1	14	1
1	0.6363636363636364	295	5	7	0
1	0.0	208	1	20	0
3	0.875	845	1	9	0
1	0.0	128	1	32	0
5	0.6666666666666666	540	1	26	1
5	0.5	108	4	48	1
3	0.0	150	1	1	0
5	0.0	107	4	5	1
1	0.0	166	4	301	0
5	0.5	297	16	21	1
2	0.5	225	4	487	0
1	0.75	115	1	2	0
5	0.0	317	4	487	1
5	0.75	398	9	107	1
5	0.0	190	1	1	1
5	0.8	691	14	66	1
5	0.0	334	6	81	1
4	0.0	1049	38	162	1
5	0.0	204	4	3	1
5	0.0	238	6	25	1
5	0.7	552	1	14	1
1	0.7777777777777778	1775	9	4	0
3	0.5	157	1	7	0
4	0.0	292	11	16	1
5	0.5	138	5	38	1
5	0.5	591	42	267	1
1	0.38461538461538464	277	7	73	0
5	0.25	250	1	19	1
5	0.0	208	2	9	1
5	0.5	198	1	2	1
5	0.3333333333333333	427	1	8	1
5	0.0	143	1	7	1
5	0.75	281	10	192	1
2	0.0	403	4	6	0
4	0.0	533	1	39	1
5	0.6666666666666666	232	11	158	1
5	0.0	396	8	413	1
4	0.0	288	7	172	1
5	0.0	155	1	2	1
5	0.0	694	2	30	1
1	0.0	176	1	17	0
4	0.5	166	2	2	1
5	0.0	502	2	3	1
5	0.0	225	1	20	1
5	0.8333333333333334	85	1	47	1
2	0.3333333333333333	344	8	385	0
5	0.75	352	1	7	1
5	0.0	126	18	25	1
5	0.8	328	1	3	1
2	0.5	401	1	9	0
5	0.0	98	3	138	1
1	0.0	198	2	2	0
5	0.5	338	448	174	1
5	0.5	614	1	9	1
3	0.0	159	24	455	0
4	0.0	132	1	8	1
5	0.5	168	3	2	1
5	0.6666666666666666	2691	2	506	1
5	0.0	1049	18	564	1
3	0.0	108	1	136	0
4	0.0	1376	9	379	1
5	0.0	375	7	7	1
2	0.0	1007	5	4	0
5	0.5	1085	6	257	1
5	0.5	184	26	170	1
5	0.5	219	2	37	1
5	0.0	509	2	92	1
5	0.0	354	13	385	1
4	0.0	171	8	137	1
1	0.2222222222222222	322	11	103	0
5	0.0	212	1	64	1
3	0.5	492	1	148	0
4	0.5	615	10	246	1
5	0.5	192	2	54	1
5	0.0	257	1	6	1
2	0.9285714285714286	674	1	10	0
1	0.0	366	29	13	0
5	0.5	319	6	55	1
5	0.0	276	3	27	1
1	0.3333333333333333	494	2	29	0
5	0.5	306	10	57	1
5	0.0	470	4	542	1
5	0.0	393	1	282	1
1	0.0	2324	2	2	0
4	0.0	169	11	5	1
5	0.6666666666666666	212	3	48	1
4	0.0	341	1	1	1
2	0.0	554	35	62	0
4	0.0	156	2	246	1
5	0.75	425	1	13	1
5	0.8	412	1	12	1
3	0.5	422	1	4	0
5	0.0	202	1	6	1
1	0.2857142857142857	467	6	232	0
5	0.0	1015	7	69	1
5	0.0	317	2	4	1
5	0.5	359	8	7	1
5	0.0	205	9	7	1
5	0.0	75	2	57	1
4	0.0	247	3	32	1
5	0.8333333333333334	321	8	22	1
3	0.0	98	1	18	0
3	0.14285714285714285	380	1	2	0
2	0.5	191	1	25	0
1	0.0	417	1	52	0
4	0.0	477	31	56	1
5	0.75	358	16	7	1
5	0.5	712	1	2	1
4	0.6666666666666666	237	3	48	1
5	0.0	210	16	28	1
4	0.0	805	28	4	1
3	0.25	149	1	118	0
2	0.0	239	1	6	0
5	0.0	156	4	3	1
5	0.0	262	1	45	1
5	0.0	121	2	2	1
5	0.5	209	14	103	1
4	0.5	1153	3	16	1
5	0.0	137	9	455	1
5	0.0	94	1	53	1
5	0.6666666666666666	899	3	5	1
5	0.5	336	1	16	1
2	0.0	147	1	58	0
2	0.0	406	11	43	0
5	0.5	757	49	4	1
5	0.0	428	1	1	1
5	0.0	299	11	632	1
4	0.0	492	1	18	1
5	0.6666666666666666	200	15	101	1
5	0.6666666666666666	1004	25	209	1
5	0.8	279	8	52	1
5	0.0	287	6	13	1
5	0.0	123	1	6	1
4	0.0	1197	19	46	1
1	0.375	451	4	375	0
5	0.3333333333333333	118	1	91	1
2	0.0	497	4	193	0
5	0.0	278	2	188	1
1	0.9047619047619048	397	1	37	0
5	0.5	197	13	56	1
5	0.0	141	6	2	1
5	0.5	130	9	564	1
5	0.0	129	2	292	1
5	0.0	270	6	254	1
5	0.5	261	2	7	1
5	0.0	202	8	530	1
5	0.8571428571428571	1731	151	15	1
5	0.0	479	4	464	1
5	0.5	1293	9	18	1
5	0.875	580	1	18	1
3	0.3333333333333333	743	20	295	0
5	0.0	315	12	170	1
5	0.0	391	1	52	1
4	0.0	1474	140	1	1
5	0.5	549	2	567	1
5	0.6666666666666666	88	5	48	1
5	0.75	1027	10	219	1
5	0.8571428571428571	270	1	20	1
1	0.3333333333333333	139	1	1	0
5	0.9375	347	2	24	1
2	0.0	718	2	2	0
5	0.0	226	1	2	1
5	0.0	331	18	101	1
5	0.0	145	1	1	1
4	0.5	696	18	530	1
5	0.0	229	1	1	1
5	0.0	196	8	385	1
5	0.0	151	49	2	1
5	0.5	306	2	82	1
5	0.0	171	7	63	1
5	0.88	1064	2	190	1
5	0.0	351	2	113	1
5	0.0	148	1	8	1
5	0.6666666666666666	297	4	387	1
5	0.0	331	1	143	1
4	0.0	443	50	455	1
5	0.75	164	8	1	1
5	0.0	149	10	147	1
5	0.5	239	1	64	1
5	0.0	311	1	75	1
5	0.0	126	1	5	1
1	0.6	850	9	530	0
4	0.6666666666666666	1114	16	178	1
4	0.0	768	13	54	1
4	0.9333333333333333	524	24	12	1
5	0.5	103	1	212	1
3	0.5	758	1	55	0
4	0.6666666666666666	192	1	4	1
5	0.5	247	2	29	1
5	0.6666666666666666	293	3	69	1
5	0.7142857142857143	354	1	320	1
5	0.5	785	154	126	1
5	0.8333333333333334	366	1	8	1
5	0.0	535	2	25	1
5	0.0	214	6	424	1
5	0.5	267	15	324	1
5	0.6666666666666666	511	27	7	1
5	0.8333333333333334	81	3	7	1
5	0.5	116	1	3	1
5	0.9	723	1	35	1
5	0.75	498	25	80	1
3	0.16666666666666666	294	1	17	0
5	0.0	426	5	56	1
5	0.6666666666666666	219	2	9	1
5	0.0	384	15	126	1
1	0.0	145	1	58	0
1	0.0	1270	61	246	0
5	0.875	433	1	18	1
5	0.5	205	2	12	1
1	0.3333333333333333	285	9	455	0
5	0.0	118	1	1	1
5	0.0	335	2	29	1
5	0.0	537	1	135	1
5	0.0	359	2	165	1
5	0.6666666666666666	681	1	40	1
5	0.5	427	4	64	1
4	0.0	130	25	170	1
1	0.4666666666666667	1050	1	4	0
3	0.75	310	5	192	0
5	0.0	244	47	68	1
3	0.6666666666666666	312	22	385	0
5	0.5	797	1	17	1
5	0.0	213	1	188	1
5	0.0	501	1	7	1
5	0.8888888888888888	717	8	73	1
5	0.8	342	9	14	1
2	0.46153846153846156	123	2	157	0
1	0.0	269	6	59	0
5	0.0	194	1	1	1
1	0.5	68	2	34	0
5	0.0	116	1	3	1
4	0.5	215	1	3	1
5	0.8181818181818182	1149	140	17	1
5	0.0	120	8	52	1
5	0.6666666666666666	591	1	1	1
5	0.0	169	1	3	1
5	0.0	674	107	1	1
4	0.0	267	1	37	1
5	0.5	548	3	114	1
5	0.75	367	1	88	1
5	0.8461538461538461	540	25	170	1
4	0.5	181	1	5	1
5	0.8888888888888888	123	9	69	1
5	0.5	156	1	50	1
5	0.0	676	9	5	1
1	0.0	194	1	21	0
5	0.0	132	2	16	1
5	0.6666666666666666	1432	7	28	1
5	0.8	150	25	170	1
5	0.6666666666666666	408	1	26	1
5	0.5	267	3	4	1
5	0.0	284	7	73	1
5	0.5	310	1	4	1
5	0.0	157	1	57	1
5	0.0	858	17	193	1
3	0.6	213	6	1	0
5	0.5	249	2	1	1
5	0.0	748	2	3	1
5	0.75	661	7	69	1
1	0.5	165	1	184	0
4	0.6666666666666666	258	6	21	1
5	0.5	527	1	41	1
4	0.0	156	6	324	1
5	0.5	642	45	246	1
5	0.0	463	5	1	1
1	0.75	286	2	32	0
3	0.3333333333333333	305	2	20	0
4	0.0	626	157	1	1
4	0.5	394	5	92	1
5	0.6666666666666666	676	7	130	1
5	0.8333333333333334	405	1	154	1
2	0.0	343	1	7	0
5	0.6666666666666666	243	25	38	1
5	0.6666666666666666	559	1	15	1
4	0.6666666666666666	149	4	340	1
5	0.6666666666666666	353	2	3	1
5	0.6	139	1	6	1
5	0.8333333333333334	149	1	12	1
5	0.0	121	1	20	1
