recode,yob,year,smsa,agesq,annwage,ind,occ,marchwt,state,metcode,division,race,age,vet,weeks,marital,class,esr,hrslw,hrsly,higratt,higrcomp,wageflag,esrflag,age2,educ,veteran,black,other,city,balsmsa,spsepres,lott1,lott2,lott3,lott4,lott5,lott6,lott7,lott8,lott9,lott10,lott11,lott12,lott13,college,someco,yr81,yr82,yr83,yr84,yr85,yob44,yob45,yob46,yob47,yob48,yob49,yob50,yob51,yob52,yob53,neweng,midatl,eastnth,westnth,sthatl,eaststh,weststh,mount,pacific
14,50,82,0.0,1024.0,27000.0,628.0,715.0,168967.0,61.0,2.0,6.0,1.0,32.0,6.0,52.0,1.0,1.0,2.0,0.0,40.0,13.0,1.0,0.0,0.0,32,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11,48,82,0.0,1089.0,45000.0,828.0,65.0,36476.0,51.0,4.0,5.0,1.0,33.0,6.0,52.0,1.0,5.0,1.0,60.0,55.0,19.0,1.0,1.0,0.0,34,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,44,82,0.0,1369.0,23083.0,937.0,961.0,37694.0,51.0,4.0,5.0,1.0,37.0,1.0,52.0,1.0,4.0,1.0,56.0,55.0,15.0,1.0,0.0,0.0,38,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,44,82,0.0,1444.0,22000.0,927.0,964.0,37694.0,51.0,4.0,5.0,1.0,38.0,6.0,52.0,1.0,3.0,1.0,45.0,40.0,17.0,1.0,0.0,0.0,38,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,50,82,0.0,1024.0,3000.0,68.0,245.0,36716.0,51.0,4.0,5.0,1.0,32.0,6.0,52.0,6.0,6.0,1.0,33.0,52.0,15.0,1.0,0.0,0.0,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,52,82,0.0,841.0,12900.0,878.0,415.0,36476.0,51.0,4.0,5.0,1.0,29.0,6.0,52.0,1.0,1.0,3.0,0.0,40.0,13.0,1.0,0.0,0.0,30,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,51,82,0.0,900.0,26000.0,537.0,282.0,39564.0,51.0,4.0,5.0,1.0,30.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,15.0,1.0,0.0,0.0,31,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12,51,82,0.0,961.0,19700.0,347.0,484.0,23753.0,51.0,4.0,5.0,1.0,31.0,6.0,52.0,8.0,1.0,1.0,40.0,40.0,13.0,1.0,1.0,0.0,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,51,82,0.0,900.0,13100.0,377.0,372.0,75934.0,51.0,4.0,5.0,1.0,30.0,6.0,52.0,6.0,1.0,1.0,40.0,40.0,13.0,1.0,0.0,0.0,31,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,52,82,0.0,841.0,9000.0,838.0,925.0,113714.0,55.0,4.0,5.0,1.0,29.0,6.0,52.0,1.0,1.0,1.0,53.0,40.0,13.0,1.0,0.0,0.0,30,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,49,82,1640.0,1024.0,0.0,849.0,31.0,175955.0,61.0,2.0,6.0,1.0,32.0,1.0,52.0,1.0,6.0,1.0,50.0,40.0,19.0,1.0,0.0,0.0,33,18,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,52,82,0.0,841.0,0.0,757.0,473.0,120040.0,74.0,1.0,7.0,1.0,29.0,6.0,52.0,8.0,6.0,1.0,48.0,48.0,13.0,1.0,0.0,0.0,30,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,53,82,0.0,784.0,0.0,757.0,473.0,120040.0,74.0,1.0,7.0,1.0,28.0,6.0,52.0,8.0,6.0,1.0,48.0,48.0,13.0,1.0,0.0,0.0,29,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8,48,82,0.0,1089.0,40000.0,639.0,394.0,190074.0,74.0,1.0,7.0,1.0,33.0,6.0,52.0,6.0,1.0,1.0,55.0,55.0,17.0,1.0,0.0,0.0,34,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,46,82,0.0,1225.0,28400.0,408.0,703.0,185559.0,74.0,1.0,7.0,1.0,35.0,6.0,52.0,8.0,1.0,1.0,40.0,40.0,14.0,1.0,0.0,0.0,36,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,52,82,0.0,841.0,11960.0,478.0,754.0,207331.0,74.0,1.0,7.0,2.0,29.0,6.0,52.0,1.0,4.0,1.0,40.0,40.0,12.0,2.0,0.0,0.0,30,10,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,47,82,0.0,1156.0,24500.0,407.0,305.0,170587.0,59.0,1.0,5.0,1.0,34.0,6.0,52.0,1.0,1.0,1.0,50.0,40.0,14.0,1.0,0.0,0.0,35,13,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,50,82,0.0,961.0,19166.0,937.0,964.0,180378.0,59.0,1.0,5.0,1.0,31.0,1.0,52.0,1.0,4.0,1.0,40.0,40.0,15.0,1.0,0.0,0.0,32,14,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,47,82,0.0,1156.0,74000.0,829.0,62.0,171704.0,59.0,1.0,5.0,1.0,34.0,1.0,52.0,6.0,5.0,1.0,32.0,36.0,19.0,1.0,0.0,0.0,35,18,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,47,82,0.0,1156.0,15000.0,559.0,441.0,168190.0,62.0,1.0,6.0,1.0,34.0,1.0,52.0,1.0,1.0,1.0,40.0,40.0,13.0,1.0,0.0,0.0,35,12,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,44,82,0.0,1444.0,12000.0,539.0,481.0,200215.0,62.0,1.0,6.0,2.0,38.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,11.0,1.0,0.0,0.0,38,10,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,44,82,0.0,1444.0,18000.0,527.0,903.0,138686.0,62.0,1.0,6.0,2.0,38.0,1.0,52.0,1.0,1.0,1.0,40.0,40.0,13.0,1.0,0.0,0.0,38,12,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,50,82,0.0,961.0,9558.0,219.0,644.0,197905.0,62.0,1.0,6.0,2.0,31.0,6.0,26.0,8.0,1.0,3.0,0.0,40.0,13.0,1.0,0.0,0.0,32,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12,47,82,0.0,1225.0,6000.0,849.0,31.0,160769.0,62.0,2.0,6.0,1.0,35.0,6.0,52.0,1.0,6.0,1.0,50.0,50.0,19.0,1.0,0.0,0.0,35,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,46,82,0.0,1225.0,10000.0,49.0,614.0,160769.0,62.0,2.0,6.0,1.0,35.0,6.0,51.0,1.0,1.0,1.0,60.0,60.0,13.0,1.0,0.0,0.0,36,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,45,82,0.0,1296.0,15424.0,857.0,144.0,170567.0,62.0,2.0,6.0,1.0,36.0,6.0,52.0,1.0,4.0,1.0,84.0,72.0,19.0,1.0,0.0,0.0,37,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,47,82,0.0,1225.0,13000.0,249.0,245.0,103438.0,71.0,4.0,7.0,1.0,35.0,1.0,47.0,1.0,1.0,1.0,40.0,40.0,15.0,1.0,0.0,0.0,35,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,53,82,0.0,784.0,9800.0,927.0,964.0,111532.0,71.0,4.0,7.0,2.0,28.0,1.0,52.0,1.0,3.0,1.0,32.0,40.0,15.0,2.0,0.0,0.0,29,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,47,82,0.0,1156.0,0.0,67.0,245.0,109375.0,71.0,4.0,7.0,1.0,34.0,6.0,42.0,1.0,6.0,1.0,60.0,20.0,15.0,1.0,0.0,0.0,35,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,47,82,0.0,1156.0,20000.0,69.0,245.0,176387.0,59.0,2.0,5.0,1.0,34.0,1.0,52.0,1.0,1.0,1.0,45.0,50.0,16.0,2.0,0.0,0.0,35,14,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,45,82,0.0,1296.0,18000.0,857.0,142.0,172382.0,59.0,2.0,5.0,1.0,36.0,1.0,40.0,1.0,4.0,1.0,40.0,40.0,19.0,1.0,0.0,0.0,37,18,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,52,82,0.0,841.0,6700.0,667.0,420.0,135560.0,55.0,4.0,5.0,1.0,29.0,1.0,52.0,8.0,1.0,1.0,32.0,40.0,13.0,1.0,1.0,0.0,30,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,53,82,0.0,784.0,0.0,0.0,0.0,112744.0,55.0,4.0,5.0,1.0,28.0,6.0,0.0,1.0,0.0,1.0,50.0,0.0,13.0,2.0,0.0,0.0,29,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,50,82,0.0,1024.0,30000.0,417.0,245.0,112744.0,55.0,4.0,5.0,1.0,32.0,6.0,40.0,1.0,5.0,1.0,50.0,50.0,11.0,2.0,1.0,0.0,32,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,50,82,0.0,961.0,25200.0,347.0,374.0,263278.0,72.0,2.0,7.0,2.0,31.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,32,16,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10,47,82,0.0,1156.0,9578.0,339.0,245.0,211244.0,72.0,2.0,7.0,1.0,34.0,6.0,51.0,1.0,6.0,1.0,60.0,50.0,19.0,1.0,0.0,0.0,35,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,51,82,0.0,900.0,10680.0,68.0,715.0,106786.0,55.0,3.0,5.0,1.0,30.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,8.0,1.0,0.0,0.0,31,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12,46,82,0.0,1296.0,35000.0,48.0,495.0,101808.0,55.0,3.0,5.0,1.0,36.0,1.0,39.0,1.0,1.0,1.0,32.0,40.0,13.0,1.0,0.0,0.0,36,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,52,82,0.0,900.0,8000.0,48.0,415.0,107651.0,55.0,3.0,5.0,1.0,30.0,1.0,17.0,1.0,1.0,3.0,0.0,40.0,13.0,1.0,0.0,0.0,30,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,50,82,0.0,961.0,8500.0,338.0,332.0,169855.0,57.0,4.0,5.0,1.0,31.0,1.0,49.0,1.0,1.0,1.0,40.0,40.0,13.0,1.0,0.0,0.0,32,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,47,82,0.0,1156.0,8832.0,307.0,481.0,134197.0,57.0,4.0,5.0,2.0,34.0,1.0,36.0,1.0,1.0,3.0,0.0,40.0,13.0,1.0,0.0,0.0,35,12,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,47,82,0.0,1225.0,20575.0,349.0,430.0,168500.0,57.0,4.0,5.0,1.0,35.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,13.0,1.0,0.0,0.0,35,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,44,82,0.0,1369.0,18000.0,539.0,245.0,168500.0,57.0,4.0,5.0,1.0,37.0,1.0,52.0,1.0,1.0,1.0,50.0,60.0,15.0,1.0,1.0,0.0,38,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,53,82,0.0,784.0,9100.0,718.0,522.0,189711.0,57.0,4.0,5.0,1.0,28.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,15.0,2.0,0.0,0.0,29,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,51,82,0.0,961.0,20000.0,757.0,472.0,163056.0,57.0,4.0,5.0,1.0,31.0,1.0,52.0,1.0,1.0,1.0,60.0,60.0,11.0,1.0,0.0,0.0,31,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6,53,82,3120.0,841.0,14020.0,449.0,552.0,292712.0,56.0,2.0,5.0,1.0,29.0,6.0,52.0,8.0,1.0,1.0,60.0,47.0,17.0,1.0,0.0,0.0,29,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,50,82,3120.0,961.0,30438.0,857.0,240.0,262172.0,56.0,1.0,5.0,1.0,31.0,6.0,52.0,1.0,4.0,1.0,45.0,60.0,19.0,1.0,0.0,0.0,32,18,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,51,82,3120.0,961.0,22000.0,857.0,240.0,262172.0,56.0,1.0,5.0,1.0,31.0,6.0,52.0,1.0,4.0,1.0,40.0,40.0,19.0,1.0,0.0,0.0,31,18,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11,45,82,0.0,1369.0,19172.0,628.0,762.0,147561.0,61.0,3.0,6.0,1.0,37.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,13.0,1.0,1.0,0.0,37,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,52,82,0.0,841.0,36000.0,467.0,11.0,209120.0,61.0,3.0,6.0,1.0,29.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,19.0,1.0,1.0,0.0,30,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,44,82,0.0,1369.0,0.0,648.0,245.0,197769.0,61.0,3.0,6.0,1.0,37.0,6.0,52.0,1.0,6.0,1.0,40.0,45.0,13.0,1.0,0.0,0.0,38,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,52,82,0.0,841.0,14000.0,857.0,144.0,196530.0,58.0,1.0,5.0,1.0,29.0,6.0,52.0,1.0,4.0,1.0,54.0,45.0,17.0,1.0,0.0,0.0,30,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,44,82,0.0,1444.0,13800.0,907.0,361.0,130771.0,63.0,1.0,6.0,1.0,38.0,1.0,39.0,1.0,2.0,1.0,40.0,40.0,14.0,2.0,1.0,0.0,38,12,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,53,82,0.0,784.0,5684.0,0.0,0.0,165954.0,63.0,1.0,6.0,1.0,28.0,5.0,0.0,8.0,0.0,3.0,0.0,0.0,14.0,1.0,3.0,0.0,29,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,50,82,0.0,961.0,9800.0,838.0,86.0,255095.0,56.0,2.0,5.0,1.0,31.0,6.0,52.0,1.0,3.0,1.0,45.0,70.0,19.0,1.0,0.0,0.0,32,18,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9,49,82,0.0,1024.0,0.0,0.0,0.0,261566.0,56.0,2.0,5.0,1.0,32.0,6.0,0.0,8.0,0.0,5.0,0.0,0.0,19.0,2.0,0.0,0.0,33,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,46,82,0.0,1225.0,15600.0,708.0,202.0,180788.0,74.0,1.0,7.0,1.0,35.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,17.0,1.0,0.0,0.0,36,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,45,82,0.0,1296.0,23500.0,49.0,715.0,180788.0,74.0,1.0,7.0,1.0,36.0,6.0,52.0,1.0,1.0,1.0,75.0,55.0,9.0,1.0,0.0,0.0,37,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,51,82,0.0,900.0,16476.0,68.0,522.0,317141.0,56.0,3.0,5.0,1.0,30.0,1.0,52.0,1.0,1.0,1.0,40.0,40.0,13.0,1.0,0.0,0.0,31,12,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6,46,82,0.0,1225.0,22000.0,189.0,430.0,299926.0,56.0,3.0,5.0,1.0,35.0,1.0,52.0,1.0,1.0,1.0,48.0,40.0,13.0,1.0,0.0,0.0,36,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,49,82,0.0,1089.0,9360.0,917.0,471.0,308350.0,59.0,3.0,5.0,1.0,33.0,1.0,26.0,1.0,2.0,1.0,40.0,40.0,14.0,1.0,0.0,0.0,33,13,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6,52,82,0.0,841.0,18500.0,648.0,623.0,308350.0,59.0,3.0,5.0,1.0,29.0,1.0,52.0,1.0,1.0,1.0,40.0,72.0,15.0,1.0,1.0,0.0,30,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,47,82,0.0,1225.0,2500.0,0.0,0.0,291613.0,59.0,3.0,5.0,1.0,35.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,35,18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,48,82,0.0,1089.0,36000.0,0.0,0.0,291613.0,59.0,3.0,5.0,1.0,33.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,34,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,44,82,0.0,1369.0,22700.0,607.0,245.0,72843.0,55.0,3.0,5.0,1.0,37.0,6.0,52.0,1.0,5.0,1.0,40.0,40.0,19.0,1.0,1.0,0.0,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,53,82,0.0,784.0,7200.0,838.0,925.0,74536.0,55.0,3.0,5.0,1.0,28.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,13.0,1.0,1.0,0.0,29,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,44,82,0.0,1369.0,35204.0,69.0,615.0,70489.0,55.0,3.0,5.0,1.0,37.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,13.0,1.0,1.0,0.0,38,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,44,82,0.0,1369.0,8378.0,697.0,245.0,186823.0,74.0,1.0,7.0,1.0,37.0,6.0,52.0,1.0,1.0,1.0,40.0,40.0,19.0,1.0,0.0,0.0,38,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,52,82,0.0,841.0,18000.0,858.0,85.0,191164.0,74.0,1.0,7.0,1.0,29.0,6.0,52.0,1.0,3.0,2.0,0.0,40.0,17.0,1.0,0.0,0.0,30,16,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3,51,82,8840.0,961.0,22000.0,857.0,144.0,168855.0,54.0,2.0,5.0,1.0,31.0,6.0,52.0,1.0,4.0,1.0,40.0,40.0,15.0,2.0,0.0,0.0,31,13,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13,53,82,8840.0,784.0,17000.0,717.0,326.0,89273.0,54.0,2.0,5.0,1.0,28.0,6.0,52.0,1.0,1.0,1.0,43.0,40.0,17.0,1.0,0.0,0.0,29,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8,53,82,8840.0,784.0,19000.0,917.0,770.0,179609.0,54.0,2.0,5.0,1.0,28.0,6.0,52.0,1.0,2.0,1.0,40.0,40.0,10.0,2.0,0.0,0.0,29,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
